LAKE_HISTORY_ID,LOCATION_HISTORY_ID,MUNICIPALITY,DEC_REGION,DEC_REGION,LOCATION_PWL_ID,LOCATION_NAME,LOCATION_TYPE,LOCATION_X_COORDINATE,LOCATION_Y_COORDINATE,LOCATION_HORIZONTAL_METHOD,LOCATION_HORIZONTAL_DATUM,LOCATION_WATERBODY_CLASSIFICATION,MAJOR_BASIN_ID,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,EPA_REGION,L3_KEY,L2_KEY,L1_KEY
1302SEV0077C,1302SEV0077C_C,Kent,3,Putnam,1302-0121,SEVEN HILLS LAKE CENTROID,CENTROID,-73.749199,41.4841,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1302UWB0044H,1302UWB0044H_C,Lewisboro,3,Westchester,NA,UNNAMED WATER CENTROID,CENTROID,-73.663101,41.2939,INTERPOLATION-OTHER,NAD83,NA,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1302WAC0117,1302WAC0117_C,Lewisboro,3,Westchester,1302-0140,LAKE WACCABUC CENTROID,CENTROID,-73.584099,41.297699,INTERPOLATION-OTHER,NAD83,A,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1302WHI0079,1302WHI0079_C,Kent,3,Putnam,1302-0122,WHITE POND CENTROID,CENTROID,-73.723396,41.500999,INTERPOLATION-OTHER,NAD83,A,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1303BEA0234,1303BEA0234_C,Blooming Grove,3,Orange,1303-0021,BEAVERDAM LAKE CENTROID,CENTROID,-74.115898,41.442001,INTERPOLATION-OTHER,NAD83,B,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1303BRO0226A,1303BRO0226A_C,New Windsor,3,Orange,1303-0013,BROWN'S POND CENTROID,CENTROID,-74.0868,41.474098,INTERPOLATION-OTHER,NAD83,A,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1303ORA0239D,1303ORA0239D_C,Monroe,3,Orange,1303-0023,ORANGE-ROCKLAND LAKES CENTROID,CENTROID,-74.191803,41.339401,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1303TOM0240D,1303TOM0240D_C,Blooming Grove,3,Orange,1303-0024,TOMAHAWK LAKE CENTROID,CENTROID,-74.223396,41.409199,INTERPOLATION-OTHER,NAD83,B,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1303UWB0320B,1303UWB0320B_C,Chester,3,Orange,NA,UNNAMED WATER CENTROID,CENTROID,-74.290298,41.318298,INTERPOLATION-OTHER,NAD83,NA,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1303WAL0257,1303WAL0257_C,Monroe,3,Orange,1303-0004,WALTON LAKE CENTROID,CENTROID,-74.222504,41.306999,INTERPOLATION-OTHER,NAD83,A,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1303WAS0225,1303WAS0225_C,New Windsor,3,Orange,1303-0012,LAKE WASHINGTON CENTROID,CENTROID,-74.069199,41.491901,INTERPOLATION-OTHER,NAD83,A,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1304BEA0345A,1304BEA0345A_C,Philipstown,3,Putnam,1304-0017,BEACON RESERVOIR CENTROID,CENTROID,-73.882599,41.490398,INTERPOLATION-OTHER,NAD83,A,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1304SYL0352,1304SYL0352_C,Beekman,3,Dutchess,1304-0029,SYLVAN LAKE CENTROID,CENTROID,-73.7416,41.608799,INTERPOLATION-OTHER,NAD83,B(T),13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1305COL0404,1305COL0404_C,Stanford,3,Dutchess,NA,COLD SPRING CENTROID,CENTROID,-73.7108,41.915901,INTERPOLATION-OTHER,NAD83,NA,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1305HUN0403,1305HUN0403_C,Stanford,3,Dutchess,1305-0004,HUNNS LAKE CENTROID,CENTROID,-73.647598,41.903,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1305MUD0410,1305MUD0410_C,Pine Plains,3,Dutchess,1305-0010,MUD POND CENTROID,CENTROID,-73.671501,41.979099,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1305SIL0378,1305SIL0378_C,Clinton,3,Dutchess,1305-0002,SILVER LAKE CENTROID,CENTROID,-73.803299,41.915699,INTERPOLATION-OTHER,NAD83,AA(T),13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1305STI0409,1305STI0409_C,Pine Plains,3,Dutchess,1305-0010,STISSING POND CENTROID,CENTROID,-73.673599,41.971548,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1305UPT0384,1305UPT0384_C,Stanford,3,Dutchess,1305-0005,UPTON LAKE CENTROID,CENTROID,-73.752998,41.8475,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1305WAP0365,1305WAP0365_C,Wappinger,3,Dutchess,1305-0001,WAPPINGER LAKE CENTROID,CENTROID,-73.916496,41.605801,INTERPOLATION-OTHER,NAD83,B,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1306AWO0781,1306AWO0781_C,Wawarsing,3,Ulster,1306-0102,LAKE AWOSTING CENTROID,CENTROID,-74.290398,41.7061,INTERPOLATION-OTHER,NAD83,AA(T),13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1306GLE0668,1306GLE0668_C,Warwick,3,Orange,NA,GLENMERE LAKE CENTROID,CENTROID,-74.337097,41.326199,INTERPOLATION-OTHER,NAD83,NA,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1306MIN0775,1306MIN0775_C,Rochester,3,Ulster,1306-0098,LAKE MINNEWASKA CENTROID,CENTROID,-74.235496,41.725201,INTERPOLATION-OTHER,NAD83,AA(T),13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1306SIL0807,1306SIL0807_C,Fallsburg,3,Sullivan,1306-0124,SILVER LAKE CENTROID,CENTROID,-74.554199,41.701599,INTERPOLATION-OTHER,NAD83,B,13,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1306STU0453A,1306STU0453A_C,Rosendale,3,Ulster,1306-0037,STURGEON POOL CENTROID,CENTROID,-74.042602,41.843601,INTERPOLATION-OTHER,NAD83,B,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1306ULS0799,1306ULS0799_C,Wawarsing,3,Ulster,1306-0119,ULSTER HEIGHTS LAKE CENTROID,CENTROID,-74.489601,41.772701,INTERPOLATION-OTHER,NAD83,B(T),13,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1306UWB0464B,1306UWB0464B_C,Shawangunk,3,Ulster,NA,UNNAMED POND CENTROID,CENTROID,-74.220398,41.650299,INTERPOLATION-OTHER,NAD83,NA,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1306WIC0698,1306WIC0698_C,Warwick,3,Orange,1306-0083,WICKHAM LAKE CENTROID,CENTROID,-74.2948,41.281898,INTERPOLATION-OTHER,NAD83,B,13,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,4,67  Ridge and Valley,8.4  OZARK/OUACHITA-APPALACHIAN FORESTS,8  EASTERN TEMPERATE FORESTS
1308LONXXX1,1308LONXXX1_C,Ancram,4,Columbia,1308-0018,LONG POND CENTROID,CENTROID,-73.591197,42.069143,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1308LRH0888,1308LRH0888_C,Ancram,4,Columbia,1308-0018,LOWER RHODA POND CENTROID,CENTROID,-73.594101,42.079399,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1308ROB0902,1308ROB0902_C,Copake,4,Columbia,1308-0003,ROBINSON POND CENTROID,CENTROID,-73.555298,42.118099,INTERPOLATION-OTHER,NAD83,B(T),13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1309BAS0950A,1309BAS0950A_C,Westerlo,4,Albany,1309-0001,BASIC CREEK RESERVOIR CENTROID,CENTROID,-74.013901,42.481201,INTERPOLATION-OTHER,NAD83,A,13,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1310BLA0N80B,1310BLA0N80B_C,Berlin,4,Rensselaer,1310-0046,BLACK RIVER POND CENTROID,CENTROID,-73.409599,42.617699,INTERPOLATION-OTHER,NAD83,B(T),13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310COP0108,1310COP0108_C,Copake,4,Columbia,1310-0014,COPAKE LAKE CENTROID,CENTROID,-73.595497,42.144001,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310KIN0024,1310KIN0024_C,Kinderhook,4,Columbia,1310-0002,KINDERHOOK LAKE CENTROID,CENTROID,-73.660103,42.452599,INTERPOLATION-OTHER,NAD83,B,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1310MOO0124A,1310MOO0124A_C,Claverack,4,Columbia,NA,MOORE POND CENTROID,CENTROID,-73.651703,42.235599,INTERPOLATION-OTHER,NAD83,NA,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310NAS0034,1310NAS0034_C,Nassau,4,Rensselaer,1310-0001,NASSAU LAKE CENTROID,CENTROID,-73.603798,42.538101,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310QUE0057,1310QUE0057_C,Canaan,4,Columbia,1310-0033,QUEECHY LAKE CENTROID,CENTROID,-73.414703,42.4072,INTERPOLATION-OTHER,NAD83,B(T),13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310ROU0080,1310ROU0080_C,Berlin,4,Rensselaer,1310-0044,ROUND POND CENTROID,CENTROID,-73.435501,42.644699,INTERPOLATION-OTHER,NAD83,A,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1310SMI0042,1310SMI0042_C,Chatham,4,Columbia,1310-0009,SMITH POND CENTROID,CENTROID,-73.607498,42.364799,INTERPOLATION-OTHER,NAD83,C,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1310SPR0081,1310SPR0081_C,Berlin,4,Rensselaer,1310-0045,SPRING LAKE CENTROID,CENTROID,-73.421501,42.6535,INTERPOLATION-OTHER,NAD83,B,13,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1311DUA0276A,1311DUA0276A_C,Duanesburg,4,Schenectady,1311-0006,DUANE LAKE CENTROID,CENTROID,-74.112602,42.7491,INTERPOLATION-OTHER,NAD83,B,13,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1311WAT0270,1311WAT0270_C,Guilderland,4,Albany,1311-0001,WATERVLIET RESERVOIR CENTROID,CENTROID,-73.968399,42.719601,INTERPOLATION-OTHER,NAD83,A,13,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1401ANA0251,1401ANA0251_C,Fremont,3,Sullivan,1401-0129,LAKE ANAWANDA CENTROID,CENTROID,-74.962898,41.857498,INTERPOLATION-OTHER,NAD83,B(T),14,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1401BLA0103,1401BLA0103_C,Bethel,3,Sullivan,1401-0050,BLACK LAKE CENTROID,CENTROID,-74.860496,41.657299,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401BOD0185,1401BOD0185_C,Highland,3,Sullivan,1401-0091,BODINE LAKE CENTROID,CENTROID,-74.926201,41.522098,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401CHA0173A,1401CHA0173A_C,Lumberland,3,Sullivan,1401-0081,LAKE CHAMPION CENTROID,CENTROID,-74.8283,41.518902,INTERPOLATION-OTHER,NAD83,B(T),14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401CHE0106,1401CHE0106_C,Bethel,3,Sullivan,1401-0053,CHESTNUT RIDGE POND CENTROID,CENTROID,-74.887299,41.677601,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401CLI0100,1401CLI0100_C,Highland,3,Sullivan,1401-0045,CLIFF LAKE CENTROID,CENTROID,-74.797699,41.600399,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401CRY0260,1401CRY0260_C,Fremont,3,Sullivan,1401-0134,CRYSTAL LAKE CENTROID,CENTROID,-75.026901,41.8731,INTERPOLATION-OTHER,NAD83,B(TS),14,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1401DEV0174,1401DEV0174_C,Highland,3,Sullivan,1401-0080,LAKE DEVENOGE CENTROID,CENTROID,-74.839401,41.521,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401HIG0179,1401HIG0179_C,Highland,3,Sullivan,1401-0085,HIGHLAND LAKE CENTROID,CENTROID,-74.848999,41.5294,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401HUN0216,1401HUN0216_C,Cochecton,3,Sullivan,1401-0008,LAKE HUNTINGTON CENTROID,CENTROID,-74.990402,41.682899,INTERPOLATION-OTHER,NAD83,B(T),14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401IND0102,1401IND0102_C,Bethel,3,Sullivan,1401-0049,INDIAN FIELD POND CENTROID,CENTROID,-74.885696,41.651901,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401KEN0232,1401KEN0232_C,Delaware,3,Sullivan,1401-0120,KENOZA LAKE CENTROID,CENTROID,-74.946404,41.7267,INTERPOLATION-OTHER,NAD83,B,14,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1401MON0096A,1401MON0096A_C,Lumberland,3,Sullivan,1401-0075,MONGAUP FALLS RESERVOIR CENTROID,CENTROID,-74.7771,41.547199,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401MON0186,1401MON0186_C,Highland,3,Sullivan,1401-0091,MONTGOMERY LAKE CENTROID,CENTROID,-74.917297,41.525299,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401MOU0114,1401MOU0114_C,Bethel,3,Sullivan,1401-0058,MOUNTAIN LAKE CENTROID,CENTROID,-74.814796,41.657101,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401RIO0079A,1401RIO0079A_C,Deerpark,3,Orange,1401-0074,RIO RESERVOIR CENTROID,CENTROID,-74.758003,41.481998,INTERPOLATION-OTHER,NAD83,B(T),14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401SAC0111,1401SAC0111_C,Thompson,3,Sullivan,1401-0056,SACKETT LAKE CENTROID,CENTROID,-74.740196,41.625801,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401SAN0176,1401SAN0176_C,Lumberland,3,Sullivan,1401-0083,SAND POND CENTROID,CENTROID,-74.843201,41.5131,INTERPOLATION-OTHER,NAD83,B,14,62,North Central Appalachians,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,3,62  North Central Appalachians,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1401SAN0267,1401SAN0267_C,Hancock,4,Delaware,1401-0140,SAND POND CENTROID,CENTROID,-75.184402,41.915798,INTERPOLATION-OTHER,NAD83,B,14,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
